iter	Logloss
270	0.1495221615
271	0.14883461
272	0.1482081175
273	0.1476008058
274	0.1471197844
275	0.1466218948
276	0.1460701466
277	0.1455556393
278	0.1450188398
279	0.144452107
280	0.1437855721
281	0.1432629347
282	0.1425538182
283	0.1418558717
284	0.1413792372
285	0.1408131599
286	0.1402598381
287	0.1395782113
288	0.1390911579
289	0.1386556506
290	0.1378178358
291	0.1371244192
292	0.1365237594
293	0.1361193419
294	0.1352504611
295	0.1344370723
296	0.1340831399
297	0.1335379958
298	0.133103478
299	0.1325145483
300	0.131950593
301	0.1315657616
302	0.1309437037
303	0.1304288626
304	0.1299674988
305	0.1295731068
306	0.128790617
307	0.1283706069
308	0.1277332783
309	0.1271152496
310	0.1264611006
311	0.1259902239
312	0.1255002856
313	0.1250845432
314	0.1246542335
315	0.1242612958
316	0.1237554073
317	0.1233353496
318	0.1228889227
319	0.1224256396
320	0.1219212532
321	0.1214131117
322	0.1209963083
323	0.1205429673
324	0.1201347589
325	0.1197021127
326	0.1193770885
327	0.1189518094
328	0.1183906555
329	0.1178318977
330	0.1174805641
331	0.1171842813
332	0.1168224573
333	0.1165463924
334	0.1162933826
335	0.115870297
336	0.1153280854
337	0.1149606824
338	0.1146258235
339	0.1141998887
340	0.1137054443
341	0.1134072781
342	0.1127843022
343	0.1123851895
344	0.1119872689
345	0.1116338253
346	0.1112867475
347	0.1108758211
348	0.1106272578
349	0.1103755951
350	0.1100051165
351	0.1097016692
352	0.1091211796
353	0.1088098288
354	0.1084558725
355	0.1079448938
356	0.1074885607
357	0.1071346402
358	0.1066307306
359	0.1062922597
360	0.1059386253
361	0.1055047274
362	0.1050011873
363	0.1045811176
364	0.1041105509
365	0.1036755443
366	0.1032917738
367	0.1029245019
368	0.1024662018
369	0.1019597054
370	0.1014059782
371	0.1011812687
372	0.1006909609
373	0.1003942728
374	0.1000410795
375	0.0996643424
376	0.09929257035
377	0.09905397892
378	0.09874653816
379	0.09838123322
380	0.09811217189
381	0.09773452878
382	0.09729967713
383	0.09702262878
384	0.09674106836
385	0.09640521407
386	0.09615277052
387	0.09564342499
388	0.09520354271
389	0.09486128092
390	0.09454349875
391	0.09419609308
392	0.093874681
393	0.09359063506
394	0.09327068329
395	0.09286035299
396	0.0925018847
397	0.09216035604
398	0.0918807447
399	0.09152614474
400	0.0912455678
401	0.09087318182
402	0.09063059092
403	0.0903283596
404	0.08996680975
405	0.08972848654
406	0.08930085897
407	0.08896725178
408	0.08870505095
409	0.08832880855
410	0.08808125854
411	0.08783152103
412	0.08747740984
413	0.08713111877
414	0.08684023619
415	0.08654143214
416	0.08632737398
417	0.08615497947
418	0.08582438231
419	0.08549962044
420	0.08523213267
421	0.08503260016
422	0.08478543758
423	0.08441372514
424	0.08419579268
425	0.08394677043
426	0.08360872269
427	0.08330116868
428	0.08295590281
429	0.08270791769
430	0.08243527412
431	0.08219952583
432	0.08197073936
433	0.08168777227
434	0.08148294687
435	0.08132212162
436	0.08109003305
437	0.08076224327
438	0.08049921393
439	0.08023908734
440	0.07992486954
441	0.07983679771
442	0.07963466644
443	0.07944973707
444	0.07905304432
445	0.07883634567
446	0.07862200737
447	0.07825077772
448	0.0779507637
449	0.0776614666
450	0.07740297318
451	0.07713790536
452	0.07697728276
453	0.07685860991
454	0.07655990124
455	0.07626940012
456	0.07596470118
457	0.07566957474
458	0.07544060946
459	0.07507016659
460	0.07484748363
461	0.07468975782
462	0.07451350689
463	0.07427144051
464	0.07408764362
465	0.07388002276
466	0.07367703915
467	0.07351216674
468	0.07323420048
469	0.07301907539
470	0.07274599075
471	0.0725104332
472	0.07235231996
473	0.07210236788
474	0.07185704708
475	0.0715824306
476	0.07140234709
477	0.07118896842
478	0.07099345922
479	0.07081301212
480	0.07063049078
481	0.07046923637
482	0.07031809092
483	0.07015286684
484	0.06992752552
485	0.06966695189
486	0.06941860914
487	0.06923748255
488	0.0690551281
489	0.06874004602
490	0.06852275133
491	0.06837027073
492	0.06821885705
493	0.06799250245
494	0.06781077385
495	0.06765798926
496	0.06747620106
497	0.06729435921
498	0.06704406142
499	0.06685580015
500	0.06669872999
501	0.06647546291
502	0.06627815962
503	0.0661560595
504	0.066007936
505	0.06577192545
506	0.0655323863
507	0.06538236141
508	0.06512123346
509	0.0649661541
510	0.06478562951
511	0.06457202435
512	0.06440086365
513	0.06417196989
514	0.0640168786
515	0.06389029622
516	0.06373111606
517	0.06359359026
518	0.06339249611
519	0.06323159933
520	0.06305001974
521	0.06288564205
522	0.06272669435
523	0.06255882978
524	0.06240149736
525	0.06220799685
526	0.06201175451
527	0.06190289259
528	0.06171812415
529	0.06157499552
530	0.06139860153
531	0.06131364107
532	0.06108657122
533	0.06096328497
534	0.06085159779
535	0.06063176394
536	0.06040438414
537	0.06026653051
538	0.06010775566
539	0.05987578034
540	0.05969523787
541	0.05951929092
542	0.05941520333
543	0.05927096605
544	0.05914567709
545	0.05899264812
546	0.05885311365
547	0.05871220827
548	0.05855793357
549	0.05836027265
550	0.0581813693
551	0.0579829216
552	0.05779491067
553	0.0576570034
554	0.05754283071
555	0.05743275881
556	0.05727479458
557	0.05711609125
558	0.05693093538
559	0.05675001144
560	0.05660818219
561	0.05641487837
562	0.05622979403
563	0.05611860752
564	0.05593057275
565	0.05578094721
566	0.05558521152
567	0.05540178418
568	0.05528210402
569	0.05499325991
570	0.05481673479
571	0.05471982956
572	0.05457684994
573	0.05443704128
574	0.05431064367
575	0.05416108966
576	0.05401023626
577	0.05391329527
578	0.05379589796
579	0.05363049507
580	0.05353884101
581	0.05343356133
582	0.05323498249
583	0.05311362147
584	0.05293704867
585	0.05277400613
586	0.05263543129
587	0.05252202749
588	0.05237582922
589	0.05226401091
590	0.05211798549
591	0.05196638107
592	0.05183075666
593	0.05172126293
594	0.05157780051
595	0.05144578218
596	0.05129644275
597	0.05119702816
598	0.05109090209
599	0.05100688338
600	0.05087664723
601	0.05070939064
602	0.05056942701
603	0.05041120052
604	0.05030830503
605	0.05019263029
606	0.05011453629
607	0.05000813603
608	0.04989005923
609	0.04979810715
610	0.04964131713
611	0.04954373837
612	0.04943059683
613	0.04929423034
614	0.04913305044
615	0.0490434289
616	0.04882218242
617	0.04868193865
618	0.0485750854
619	0.04844335318
620	0.04829621315
621	0.04818187952
622	0.04807195961
623	0.04796534181
624	0.04788334668
625	0.04772913456
626	0.04762123525
627	0.04751061797
628	0.04744821489
629	0.04735596776
630	0.04726186991
631	0.04712223411
632	0.04703182578
633	0.04678367376
634	0.04661189616
635	0.04652303457
636	0.04640766382
637	0.04628211558
638	0.04611429274
639	0.04599012733
640	0.0458874464
641	0.04575189948
642	0.04566888213
643	0.04554271996
644	0.04543667436
645	0.04532873034
646	0.04520171583
647	0.04506979585
648	0.04494178891
649	0.04482397437
650	0.04470901787
651	0.04460743368
652	0.04445716739
653	0.04434243739
654	0.04423816204
655	0.04414871931
656	0.04403782487
657	0.04392397106
658	0.04378324747
659	0.04368087053
660	0.04358451366
661	0.04347755909
662	0.04330891967
663	0.04322168231
664	0.04314261377
665	0.04304380417
666	0.04295721054
667	0.04284829795
668	0.04277583361
669	0.04271762967
670	0.04261251688
671	0.04249583781
672	0.0424145937
673	0.04231368303
674	0.04222085178
675	0.04214631915
676	0.04203231633
677	0.04194072783
678	0.04184064865
679	0.04173566699
680	0.04160774052
681	0.04154023528
682	0.04144153595
683	0.04138143063
684	0.04130527377
685	0.04117618501
686	0.04103809595
687	0.04091370106
688	0.0408264339
689	0.0407310009
690	0.04065693617
691	0.04058180451
692	0.04051417112
693	0.04041273594
694	0.0403095305
695	0.04021987021
696	0.04015493989
697	0.04007317424
698	0.03997948766
699	0.0398952812
700	0.0398083657
701	0.03974072933
702	0.03965963721
703	0.03958616555
704	0.03945377171
705	0.03939565718
706	0.03930850029
707	0.03921976686
708	0.03915183842
709	0.03904229999
710	0.03899070024
711	0.03889822364
712	0.03878228664
713	0.03870677948
714	0.03859552145
715	0.03852314353
716	0.03841958642
717	0.03833890259
718	0.03820655644
719	0.03815559149
720	0.03806680143
721	0.03800143301
722	0.0379522264
723	0.03785891533
724	0.03777824044
725	0.03771514893
726	0.03766159415
727	0.03759268522
728	0.03752376139
729	0.0374630481
730	0.03739279211
731	0.03731915653
732	0.03724681437
733	0.03718541265
734	0.03712154329
735	0.03705299497
736	0.03697849512
737	0.03688717782
738	0.0367947191
739	0.03674435616
740	0.03667487502
741	0.03659902811
742	0.03653762341
743	0.03645841479
744	0.03640986681
745	0.03629612029
746	0.03623608053
747	0.03617131114
748	0.03610241413
749	0.0360470295
750	0.03596532047
751	0.0358995676
752	0.03582110405
753	0.03574264646
754	0.03564774394
755	0.03558575809
756	0.03550635576
757	0.03544303179
758	0.0353564173
759	0.03527825773
760	0.03521614075
761	0.03513563573
762	0.03506913781
763	0.03500876725
764	0.03493326306
765	0.03485830426
766	0.03480359018
767	0.03470003605
768	0.03462397456
769	0.03449915946
770	0.0344240725
771	0.03435813189
772	0.03428122997
773	0.03420544267
774	0.03414402604
775	0.03407881856
776	0.03401814103
777	0.03397558331
778	0.0339065969
779	0.0338221401
780	0.03373588026
781	0.03367923796
782	0.0336301446
783	0.03358821571
784	0.03347809613
785	0.03342369199
786	0.03329839408
787	0.03320702314
788	0.0331546396
789	0.03309809864
790	0.0330668062
791	0.033008039
792	0.03297271132
793	0.03290318251
794	0.03283703923
795	0.03274540901
796	0.03267790079
797	0.03262726068
798	0.03257343471
799	0.03251518607
800	0.03247623444
801	0.03243190646
802	0.03235750198
803	0.03231368959
804	0.0322547555
805	0.03220976293
806	0.0321336776
807	0.03209750652
808	0.03200450242
809	0.0319445312
810	0.03190667629
811	0.03186722398
812	0.03180502951
813	0.03176352978
814	0.03172845244
815	0.03163965642
816	0.03157704771
817	0.03151924014
818	0.03145729303
819	0.03137989044
820	0.03133471608
821	0.03128070831
822	0.0312361747
823	0.03116858006
824	0.03113042116
825	0.0310364604
826	0.0309766084
827	0.03090513945
828	0.03084685802
829	0.03076236844
830	0.03071810305
831	0.03065806627
832	0.03061076403
833	0.03055229187
834	0.03049072027
835	0.03044435978
836	0.03039438128
837	0.03033623099
838	0.03028053939
839	0.03022267222
840	0.03014210761
841	0.03007622361
842	0.03001116216
843	0.02994645536
844	0.02987858653
845	0.02982866764
846	0.02975027859
847	0.0297044307
848	0.02965343893
849	0.02961352766
850	0.02957782745
851	0.02952592075
852	0.02943091393
853	0.02936578393
854	0.02929890752
855	0.02926336527
856	0.02918225527
857	0.02913095355
858	0.0290702343
859	0.02902234495
860	0.02898073494
861	0.0289087534
862	0.02885908484
863	0.02879466116
864	0.0287581265
865	0.02868719101
866	0.02863942981
867	0.02856336832
868	0.02849797308
869	0.02845432162
870	0.0284240216
871	0.02833160758
872	0.02826834023
873	0.02820847034
874	0.02815654278
875	0.02811902165
876	0.02804362178
877	0.02798911035
878	0.02795476317
879	0.02792508602
880	0.0278706789
881	0.02783435583
882	0.02777070999
883	0.02773362398
884	0.02770086229
885	0.02768135369
886	0.02763068676
887	0.02759017348
888	0.02752144337
889	0.02747832239
890	0.02743382752
891	0.02740913033
892	0.02734715939
893	0.02730727792
894	0.02725896537
895	0.02719521523
896	0.02713980973
897	0.02707637548
898	0.02701402903
899	0.02695421576
900	0.02689182162
901	0.02685344219
902	0.0268065542
903	0.02676385939
904	0.02670314312
905	0.026660043
906	0.02661702633
907	0.02657786906
908	0.02652775049
909	0.02647768259
910	0.02643384933
911	0.0263988018
912	0.02632482946
913	0.02627520263
914	0.02623585761
915	0.02619434595
916	0.0261318177
917	0.02608383596
918	0.02604164481
919	0.02599323392
920	0.0259385407
921	0.0258931607
922	0.02586439252
923	0.02581338882
924	0.02578672171
925	0.02574031055
926	0.02570691705
927	0.02565976977
928	0.02558755875
929	0.02555437088
930	0.0255294919
931	0.02549475431
932	0.02545806766
933	0.02540314794
934	0.02536560297
935	0.02532778978
936	0.02528411746
937	0.02523958683
938	0.02519612312
939	0.02516165674
940	0.02513237
941	0.02508457899
942	0.02503919601
943	0.0250130713
944	0.0249747619
945	0.02493935376
946	0.02490501702
947	0.02485326231
948	0.02480676323
949	0.02477197945
950	0.02467710376
951	0.02460919172
952	0.0245829612
953	0.02452667654
954	0.0244918257
955	0.02442073673
956	0.0243826285
957	0.02435876131
958	0.02431880832
959	0.02428075373
960	0.02423300743
961	0.02420060784
962	0.02416008115
963	0.02413173765
964	0.02409943491
965	0.02404037416
966	0.02400023192
967	0.0239577055
968	0.02392197102
969	0.02389957309
970	0.02384791225
971	0.02381537557
972	0.02377365381
973	0.02373731881
974	0.02370224893
975	0.02366366386
976	0.02363360077
977	0.02360146344
978	0.023567909
979	0.02353102267
980	0.02350481451
981	0.02345979512
982	0.0234125942
983	0.02337929308
984	0.02334052175
985	0.02331264019
986	0.02328417897
987	0.02324566543
988	0.02319708467
989	0.02316074371
990	0.02313741297
991	0.02311150879
992	0.02307466418
993	0.02304107398
994	0.02298205644
995	0.0229534477
996	0.02292028517
997	0.02288863063
998	0.02285904437
999	0.02283818424
